POSITION,PLAYER,TEAM,TOI,GP,TOI/GP,GOALS/60,TOTAL ASSISTS/60,FIRST ASSISTS/60,SECOND ASSISTS/60,TOTAL POINTS/60,IPP,SHOTS/60,SH%,IXG/60,ICF/60,IFF/60,ISCF/60,IHDCF/60,RUSH ATTEMPTS/60,REBOUNDS CREATED/60,PIM/60,TOTAL PENALTIES/60,MINOR/60,MAJOR/60,MISCONDUCT/60,PENALTIES DRAWN/60,GIVEAWAYS/60,TAKEAWAYS/60,HITS/60,HITS TAKEN/60,SHOTS BLOCKED/60,FACEOFFS WON/60,FACEOFFS LOST/60,FACEOFFS %,CF/60,CA/60,CF%,FF/60,FA/60,FF%,SF/60,SA/60,SF%,GF/60,GA/60,GF%,XGF/60,XGA/60,XGF%,SCF/60,SCA/60,SCF%,HDCF/60,HDCA/60,HDCF%,HDGF/60,HDGA/60,HDGF%,MDCF/60,MDCA/60,MDCF%,MDGF/60,MDGA/60,MDGF%,LDCF/60,LDCA/60,LDCF%,LDGF/60,LDGA/60,LDGF%,ON-ICE SH%,ON-ICE SV%,PDO,OFF. ZONE STARTS/60,NEU. ZONE STARTS/60,DEF. ZONE STARTS/60,ON THE FLY STARTS/60,OFF. ZONE START %,OFF. ZONE FACEOFFS/60,NEU. ZONE FACEOFFS/60,DEF. ZONE FACEOFFS/60,OFF. ZONE FACEOFF %,AGE,DATE OF BIRTH,BIRTH CITY,BIRTH STATE/PROVINCE,BIRTH COUNTRY,NATIONALITY,HEIGHT (IN),WEIGHT (LBS),DRAFT YEAR,DRAFT TEAM,DRAFT ROUND,ROUND PICK,OVERALL DRAFT POSITION,COUNTRY,HANDED,DRAFTED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS,SEASON,SALARY CAP,SALARY CAP PERCENTAGE,DECEASED,PRED_SALARY_PERCENTAGE,PRED_AAV,DIFF
c,steven stamkos,tbl,1683.7666666667,82,20.533739837398,1.82,1.57,0.96,0.61,3.39,74.8,10.58,0.1717,1.11,19.03,14.97,10.08,3.14,0.57,0.57,1.35,0.68,0.68,0.0,0.0,0.82,1.96,1.67,2.42,2.17,1.35,17.14,18.64,0.0171,66.1,52.24,0.5586,50.53,40.34,0.5561,36.1,28.69,0.5572,4.53,3.17,0.588,3.49,2.64,0.5697,31.5,25.59,0.5518,12.4,10.51,0.5412,2.21,2.07,0.5167,25.47,20.1,0.5589,1.76,0.71,0.7115,44.83,32.48,0.5799,1.34,0.72,0.65,0.1253999999999999,0.8894,1.015,12.58,13.15,7.02,40.84,0.6418,23.55,20.13,11.62,0.6697,19,1990-02-07,Markham,ON,CAN,CAN,72,182,2008.0,T.B,1.0,1.0,1.0,Canada,Right,1 - Round 1 - 2008 (TBL),TBL,Entry-Level,18,,3,RFA,2011,875000,"$3,725,000.00",875000,787500,87500,2850000,2009-10,56800000,0.0154049295774647,0,0.018840572,"$1,070,144.00","$-2,654,856.00"
c,tim connolly,-,1359.0166666667,73,18.616666666667,0.75,2.12,1.15,0.97,2.87,77.38,9.09,0.0825,0.71,14.79,11.7,6.09,1.94,0.44,0.62,1.24,0.62,0.62,0.0,0.0,0.62,2.16,0.97,1.02,1.94,2.03,15.81,17.92,0.0207,64.19,54.88,0.5390999999999999,48.74,42.74,0.5328,36.64,31.04,0.5414,3.71,2.3,0.6175999999999999,3.25,2.84,0.5337,29.4,25.47,0.5357999999999999,12.14,11.08,0.5228,2.25,1.19,0.6537999999999999,23.02,19.19,0.5453,0.94,0.47,0.6667000000000001,44.07,36.22,0.5488000000000001,1.08,0.89,0.5484,0.1012,0.926,1.027,15.85,12.67,8.74,39.25,0.6445000000000001,27.15,19.16,15.01,0.644,28,1981-05-07,Syracuse,NY,USA,USA,73,190,1999.0,NYI,1.0,5.0,5.0,United States,Right,5 - Round 1 - 1999 (NYI),BUF,Standard (1-way),27,,2,UFA,2011,4500000,"$4,500,000.00",4500000,4500000,0,0,2009-10,56800000,0.079225352112676,0,0.07512701,"$4,267,214.00","$-232,786.00"
c,tomas plekanec,-,1637.0666666667,82,19.964227642276,0.92,1.65,0.95,0.7,2.57,77.78,7.92,0.1157,0.78,13.89,10.37,7.29,2.75,0.66,0.84,1.83,0.92,0.92,0.0,0.0,0.95,2.13,1.69,1.87,2.2,2.31,28.99,30.2,0.018,54.94,60.58,0.4756,40.46,43.47,0.4821,28.81,31.63,0.4767,3.3,2.71,0.5488000000000001,2.77,2.97,0.483,25.07,25.77,0.4932,9.75,10.56,0.4800999999999999,1.5,1.58,0.4881,20.43,20.28,0.5018,1.12,0.59,0.6570999999999999,36.95,41.98,0.4681,1.22,0.9,0.575,0.1144999999999999,0.9143,1.029,10.67,12.46,15.25,42.66,0.4115999999999999,19.24,19.39,24.74,0.4375,26,1982-10-31,Kladno,CZE,CZE,,71,190,2001.0,MTL,3.0,8.0,,Czech Republic,Left,71 - Round 3 - 2001 (MTL),MTL,Standard (1-way),26,,1,UFA,2010,2750000,"$2,750,000.00",2750000,2750000,0,0,2009-10,56800000,0.0484154929577464,0,0.04680574,"$2,658,565.00","$-91,435.00"
c,travis zajac,-,1657.6833333333,82,20.215650406504,0.9,1.52,0.8,0.72,2.43,69.79,7.6,0.119,0.73,11.87,9.81,6.88,3.08,0.33,0.62,0.87,0.43,0.43,0.0,0.0,0.62,1.01,1.85,2.32,2.64,1.05,26.28,23.42,0.0191,60.66,46.58,0.5656,47.81,35.29,0.5753,35.76,26.53,0.5740999999999999,3.47,2.1,0.6234000000000001,3.23,2.21,0.5936,28.99,22.08,0.5677,12.02,8.65,0.5814,1.81,1.16,0.6098,22.63,17.9,0.5583,0.82,0.82,0.5,40.41,30.22,0.5722,1.41,0.47,0.75,0.0972,0.9209,1.018,12.27,11.58,9.3,45.64,0.5688,22.59,17.19,15.31,0.596,24,1985-05-13,Winnipeg,MB,CAN,CAN,74,185,2004.0,N.J,1.0,20.0,20.0,Canada,Right,20 - Round 1 - 2004 (NJD),NJD,Standard (1-way),24,,4,UFA,2013,3887500,"$3,887,500.00",2750000,2750000,0,0,2009-10,56800000,0.0684419014084507,0,0.061785113,"$3,509,394.00","$-378,106.00"
c,tyler kennedy,-,805.28333333333,64,12.582552083333,0.97,0.89,0.82,0.07,1.86,65.79,13.04,0.0742999999999999,1.0,22.8,17.58,10.95,4.02,0.89,1.19,2.31,0.75,0.6,0.07,0.07,0.82,1.27,1.19,4.99,6.93,0.89,2.01,2.76,0.0314,64.6,52.08,0.5536,47.98,39.94,0.5458,35.02,28.31,0.5529,2.83,2.01,0.5846,2.88,2.17,0.57,30.4,22.95,0.5698,11.85,8.57,0.5803,1.94,1.12,0.6341,24.74,19.17,0.5633,0.7,0.7,0.5,43.8,36.48,0.5456,0.54,0.54,0.5,0.0809,0.9289,1.01,10.36,17.96,8.34,39.94,0.5538000000000001,17.06,24.96,14.75,0.5363,22,1986-07-15,Sault Ste. Marie,ON,CAN,CAN,71,185,2004.0,PIT,4.0,1.0,99.0,Canada,Right,99 - Round 4 - 2004 (PIT),PIT,Standard (1-way),22,,2,RFA,2011,725000,"$725,000.00",725000,725000,0,0,2009-10,56800000,0.0127640845070422,0,0.025415117,"$1,443,578.00","$718,578.00"
c,vernon fiddler,-,1090.3166666667,76,14.346271929825,0.44,1.21,0.72,0.5,1.65,68.18,6.55,0.0672,0.62,10.95,9.08,5.83,2.75,0.44,0.44,2.26,0.83,0.72,0.06,0.06,1.65,0.39,0.88,5.23,6.22,2.59,32.36,29.33,0.0289,44.68,66.75,0.401,33.46,51.78,0.3925,24.71,35.99,0.4071,2.42,2.7,0.4731,1.93,3.31,0.3686999999999999,20.2,30.65,0.3972,8.53,11.61,0.4235,1.16,1.49,0.4375,15.56,25.39,0.3799,1.03,0.66,0.6087,30.44,46.66,0.3948,0.64,0.95,0.4,0.098,0.9251,1.023,8.36,14.97,22.67,43.97,0.2695,13.98,21.02,34.83,0.2864,29,1980-05-09,Edmonton,AB,CAN,CAN,71,205,0.0,-,,,,Canada,Left,-,ARI,Standard (1-way),29,,2,UFA,2011,1100000,"$1,100,000.00",1100000,1100000,0,0,2009-10,56800000,0.0193661971830985,0,0.020666294,"$1,173,845.00","$73,845.00"
c,vincent lecavalier,-,1622.0166666667,82,19.780691056911,0.89,1.7,0.85,0.85,2.59,73.68,10.91,0.0814,1.02,18.16,14.5,10.25,4.0,0.41,1.15,2.33,0.96,0.89,0.04,0.04,0.81,1.74,1.22,2.96,1.33,0.78,28.52,25.08,0.0197,62.74,49.6,0.5584,48.27,38.88,0.5539000000000001,34.77,28.63,0.5484,3.51,2.63,0.5722999999999999,3.3,2.59,0.5600999999999999,30.18,25.34,0.5436,12.1,10.58,0.5334,1.92,1.59,0.5474,24.12,19.68,0.5507,1.23,0.94,0.5682,41.94,30.03,0.5828,0.96,0.32,0.75,0.1011,0.9083,1.009,15.13,13.24,7.95,37.99,0.6554000000000001,26.15,19.79,13.54,0.6589,29,1980-04-21,Ile Bizard,QC,CAN,CAN,76,215,1998.0,T.B,1.0,1.0,1.0,Canada,Left,1 - Round 1 - 1998 (TBL),TBL,Standard (1-way),29,,11,UFA,2020,7727272,"$7,727,272.00",10000000,10000000,0,0,2009-10,56800000,0.1360435211267605,0,0.11405208,"$6,478,158.00","$-1,249,114.00"
c,alexander burmistrov,-,978.06666666667,74,13.217117117117,0.37,0.86,0.31,0.55,1.23,71.43,5.64,0.0652,0.47,10.24,7.73,5.52,1.59,0.25,0.18,1.66,0.74,0.67,0.06,0.0,1.78,2.09,2.94,3.8,3.8,1.35,17.73,24.97,0.0255,46.25,58.22,0.4427,34.72,41.84,0.4535,25.21,31.53,0.4443,1.72,3.07,0.359,1.84,2.88,0.3906,18.65,28.77,0.3933,7.18,12.09,0.3726,1.1,1.9,0.3672999999999999,15.3,22.25,0.4074,0.49,0.82,0.375,32.34,35.8,0.4746,0.35,0.62,0.3636,0.0681,0.9027,0.971,9.02,13.5,7.42,50.73,0.5485,16.32,19.39,14.05,0.5374,18,1991-10-21,Kazan,RUS,RUS,,73,180,2010.0,ATL,1.0,8.0,,Russia,Left,8 - Round 1 - 2010 (ATL),ATL,Entry-Level,18,,3,RFA,2013,900000,"$1,500,000.00",900000,810000,90000,550000,2010-11,59400000,0.0151515151515151,0,0.015355256,"$912,102.00","$-587,898.00"
c,antoine vermette,-,1542.7666666667,82,18.814227642276,0.74,1.09,0.51,0.58,1.83,61.84,7.12,0.1038,0.86,12.48,9.92,7.89,3.97,0.47,1.01,2.33,1.13,1.13,0.0,0.0,0.58,0.89,1.36,4.78,2.88,1.83,33.29,26.6,0.0216,62.03,48.69,0.5602,45.77,35.86,0.5607,32.94,26.6,0.5532,2.96,2.72,0.5205,3.16,2.46,0.5624,28.86,22.98,0.5566,10.73,10.03,0.5169,1.36,1.48,0.4795,24.16,17.27,0.5832,1.09,0.88,0.5526,38.71,30.45,0.5597,0.9,0.73,0.5517,0.0897,0.8976999999999999,0.987,14.39,13.77,10.19,40.49,0.5854,24.19,20.03,17.23,0.584,27,1982-07-20,St. Agapit,QC,CAN,CAN,73,197,2000.0,OTT,2.0,25.0,55.0,Canada,Left,55 - Round 2 - 2000 (OTT),CBJ,Standard (1-way),27,,5,UFA,2015,3750000,"$3,750,000.00",3750000,3750000,0,0,2010-11,59400000,0.0631313131313131,0,0.059456058,"$3,531,689.00","$-218,311.00"
c,anze kopitar,lak,1618.9333333333,75,21.585777777778,0.93,1.78,1.11,0.67,2.71,77.66,8.64,0.1073,0.83,15.2,11.67,7.04,3.08,0.33,0.67,0.74,0.37,0.37,0.0,0.0,1.04,1.48,2.3,3.41,5.41,1.67,21.46,21.53,0.0185,63.49,49.55,0.5616,47.25,37.28,0.5589999999999999,32.5,25.39,0.5615,3.48,2.15,0.6184000000000001,2.98,2.31,0.5631,24.72,21.05,0.5401,10.56,8.23,0.5621,1.89,1.0,0.6537999999999999,18.88,17.1,0.5246999999999999,0.79,0.54,0.5926,48.23,34.9,0.5802,1.23,0.8,0.6053000000000001,0.1072,0.9153,1.023,12.45,12.19,12.23,34.02,0.5045000000000001,21.42,17.72,19.23,0.5268999999999999,22,1987-08-24,Jesenice,SVN,SVN,,75,225,2005.0,L.A,1.0,11.0,,Slovenia,Left,11 - Round 1 - 2005 (LAK),LAK,Standard (1-way),21,,7,UFA,2016,6800000,"$6,800,000.00",6000000,6000000,0,0,2010-11,59400000,0.1144781144781144,0,0.1106422,"$6,572,146.00","$-227,854.00"
c,artem anisimov,-,1329.0333333333,82,16.207723577236,0.81,1.17,0.63,0.54,1.99,68.75,8.58,0.0947,1.1,15.12,11.51,9.89,5.78,0.59,0.54,0.9,0.45,0.45,0.0,0.0,0.81,0.72,2.08,3.34,6.37,2.03,13.81,17.25,0.0200999999999999,56.34,50.92,0.5253,43.29,37.74,0.5343,31.06,27.18,0.5333,2.89,2.3,0.5565,3.48,2.42,0.5905,33.09,24.33,0.5763,17.11,10.34,0.6234000000000001,2.03,1.4,0.5921,21.31,18.66,0.5331,0.6,0.42,0.5882000000000001,29.54,32.54,0.4758,0.52,0.85,0.381,0.093,0.9153,1.008,12.55,14.4,9.62,40.0,0.5661999999999999,19.59,20.95,16.7,0.5398,22,1988-05-24,Yaroslavl,RUS,RUS,,76,199,2006.0,NYR,2.0,24.0,,Russia,Left,54 - Round 2 - 2006 (NYR),NYR,Entry-Level,19,,3,RFA,2011,821667,"$821,667.00",765000,765000,0,0,2010-11,59400000,0.0138327777777777,0,0.011087061,"$658,571.00","$-163,096.00"
c,boyd gordon,-,782.83333333333,60,13.047222222222,0.23,0.46,0.31,0.15,0.69,47.37,5.9,0.039,0.47,9.89,7.74,5.14,2.68,0.15,0.31,1.23,0.61,0.61,0.0,0.0,0.31,0.77,1.07,2.53,6.44,3.83,31.96,23.15,0.0445,39.93,59.78,0.4004999999999999,29.97,41.08,0.4218,21.38,29.97,0.4164,1.46,2.91,0.3333,1.78,2.8,0.3887,17.63,27.75,0.3885,7.89,12.42,0.3887,0.54,1.53,0.2593,12.98,20.44,0.3884,0.61,0.82,0.4286,25.8,40.63,0.3883,0.66,1.11,0.375,0.0681,0.9028,0.971,8.74,12.57,27.75,39.93,0.2395,14.95,18.39,40.93,0.2675,26,1983-10-19,Unity,SK,CAN,CAN,72,200,2002.0,WSH,1.0,17.0,17.0,Canada,Right,17 - Round 1 - 2002 (WSH),WSH,Standard (1-way),26,,1,UFA,2011,800000,"$800,000.00",800000,800000,0,0,2010-11,59400000,0.0134680134680134,0,0.01570838,"$933,077.00","$133,077.00"
c,brad richards,-,1564.1666666667,72,21.724537037037,1.07,1.88,1.23,0.65,2.95,77.78,10.43,0.1028999999999999,0.76,21.02,15.11,7.9,1.53,0.54,1.07,0.92,0.31,0.27,0.0,0.04,0.35,2.8,1.8,0.77,2.88,0.84,19.22,18.76,0.0194,67.9,48.33,0.5842,51.71,37.13,0.5820000000000001,34.71,27.77,0.5556,3.8,2.38,0.6149,3.52,2.39,0.5953,33.64,21.98,0.6048,13.66,10.05,0.5761,2.03,1.04,0.6625,26.65,15.91,0.6262,1.69,0.77,0.6875,40.72,30.58,0.5710999999999999,0.66,0.94,0.4138,0.1094,0.9144,1.024,14.46,10.51,6.71,31.57,0.6829999999999999,27.93,16.42,14.15,0.6636,30,1980-05-02,Murray Hbr.,PE,CAN,CAN,72,199,1998.0,T.B,3.0,6.0,64.0,Canada,Left,64 - Round 3 - 1998 (TBL),TBL,Standard (1-way),26,NTC,5,UFA,2011,7800000,"$7,800,000.00",7800000,7800000,0,0,2010-11,59400000,0.1313131313131313,0,0.124940336,"$7,421,455.00","$-378,545.00"
c,brandon dubinsky,-,1557.4666666667,77,20.22683982684,0.92,1.16,0.73,0.42,2.08,65.06,7.78,0.1188,0.97,13.21,10.48,8.78,4.58,0.54,0.89,3.85,1.39,1.16,0.15,0.08,1.23,0.69,1.85,5.43,5.01,1.19,17.68,16.03,0.0202,57.94,55.78,0.5095000000000001,43.99,40.99,0.5177,31.4,29.63,0.5145000000000001,3.2,3.2,0.5,3.71,3.07,0.5478000000000001,34.32,28.01,0.5507,17.07,12.21,0.5829,2.08,1.77,0.54,23.01,21.06,0.5221,0.72,0.72,0.5,29.94,34.39,0.4654,0.67,1.17,0.3636,0.1018,0.8920999999999999,0.994,12.25,11.83,12.17,32.4,0.5015999999999999,19.92,17.41,20.57,0.4919,24,1986-04-29,Anchorage,AK,USA,USA,74,208,2004.0,NYR,2.0,30.0,60.0,United States,Left,60 - Round 2 - 2004 (NYR),NYR,Standard (1-way),23,,2,RFA,2011,1850000,"$1,850,000.00",2000000,2000000,0,0,2010-11,59400000,0.0311447811447811,0,0.028823933,"$1,712,141.00","$-137,859.00"
c,brandon sutter,-,1382.3666666667,82,16.858130081301,0.61,0.65,0.56,0.09,1.26,55.77,6.29,0.0966,0.63,10.55,8.64,5.69,2.99,0.61,0.61,1.09,0.48,0.43,0.04,0.0,1.04,1.09,2.08,2.99,3.95,3.17,25.96,32.6,0.0192,47.05,65.67,0.4174,34.98,49.44,0.4144,25.17,33.99,0.4255,2.26,2.43,0.4815,2.1,3.33,0.3864,20.53,30.38,0.4032,9.33,12.85,0.4207,1.13,1.13,0.5,14.93,23.38,0.3897,0.93,1.22,0.4324,31.03,43.7,0.4153,0.56,0.56,0.5,0.0897,0.9285,1.018,9.59,16.8,14.67,45.7,0.3953,15.71,22.87,25.04,0.3854999999999999,21,1989-02-14,Huntington,NY,USA,CAN,75,190,2007.0,CAR,1.0,11.0,11.0,United States,Right,11 - Round 1 - 2007 (CAR),CAR,Entry-Level,19,,3,RFA,2011,875000,"$1,225,000.00",875000,787500,87500,350000,2010-11,59400000,0.0147306397306397,0,0.020396262,"$1,211,537.00","$-13,463.00"
c,brian boyle,-,1290.6,82,15.739024390244,0.98,0.65,0.33,0.33,1.63,74.47,10.13,0.0963,1.02,16.97,13.39,11.06,4.88,0.51,0.56,3.35,1.02,0.74,0.19,0.09,1.21,0.93,1.53,11.16,4.79,4.0,24.83,26.36,0.0225,49.7,61.97,0.445,38.31,42.49,0.4740999999999999,28.17,30.59,0.4794,2.19,2.46,0.47,2.8,3.01,0.4816,28.13,29.61,0.4871,13.02,12.46,0.5109,1.12,1.95,0.3636,20.15,22.87,0.4683,0.99,0.12,0.8889,26.66,40.83,0.395,0.34,0.47,0.4167,0.0776,0.9195,0.997,8.79,14.83,14.27,38.87,0.381,14.09,21.06,23.85,0.3713,25,1984-12-18,Hingham,MA,USA,USA,78,245,2003.0,L.A,1.0,26.0,26.0,United States,Left,26 - Round 1 - 2003 (LAK),NYR,Standard (1-way),24,,2,RFA,2011,525000,"$525,000.00",550000,550000,0,0,2010-11,59400000,0.0088383838383838,0,0.020284103,"$1,204,875.00","$679,875.00"
c,brooks laich,-,1504.25,82,18.344512195122,0.64,1.28,0.76,0.52,1.91,64.86,8.26,0.0773,0.95,14.16,10.85,8.74,4.67,0.68,0.68,1.83,0.88,0.88,0.0,0.0,0.76,1.28,1.52,4.51,5.19,2.15,10.73,10.17,0.0204999999999999,63.46,52.77,0.546,45.83,38.21,0.5453,32.55,27.8,0.5393,2.95,1.87,0.6115999999999999,3.29,2.59,0.5599000000000001,30.11,25.29,0.5436,11.69,9.25,0.5581,1.6,1.16,0.5797,24.57,21.38,0.5347,1.17,0.53,0.6875,41.54,34.91,0.5433,0.63,0.46,0.5789,0.0907,0.9326,1.023,13.2,11.37,10.25,40.6,0.5629,25.29,19.15,20.66,0.5503,27,1983-06-23,Wawota,SK,CAN,CAN,74,200,2001.0,OTT,6.0,28.0,193.0,Canada,Left,193 - Round 6 - 2001 (OTT),WSH,Standard (1-way),25,,3,UFA,2011,2066667,"$2,066,667.00",2400000,2400000,0,0,2010-11,59400000,0.0347923737373737,0,0.04571311,"$2,715,358.00","$648,691.00"
c,bryan little,ari,1402.9833333333,76,18.460307017544,0.77,1.28,0.68,0.6,2.05,57.14,6.76,0.1139,0.79,12.1,9.02,7.53,3.64,0.56,0.64,1.41,0.47,0.38,0.04,0.04,0.94,0.94,3.42,1.75,2.82,1.33,26.34,30.58,0.0197999999999999,61.88,56.07,0.5246999999999999,46.66,41.95,0.5265,33.87,31.26,0.52,3.59,3.08,0.5385,3.02,2.96,0.5053,26.9,27.28,0.4964,11.2,10.99,0.5047999999999999,1.84,1.54,0.5443,20.93,21.73,0.4906,1.2,1.03,0.5385,43.98,35.95,0.5502,1.17,0.8,0.5938,0.1061,0.9015,1.008,13.43,13.94,11.42,41.83,0.5404,22.84,20.27,19.07,0.5449,22,1987-11-12,Edmonton,AB,CAN,CAN,72,191,2006.0,ATL,1.0,12.0,12.0,Canada,Right,12 - Round 1 - 2006 (ATL),ATL,Standard (1-way),22,,3,RFA,2013,2383333,"$2,383,333.00",1650000,1650000,0,0,2010-11,59400000,0.0401234511784511,0,0.046406098,"$2,756,522.00","$373,189.00"
c,chris kelly,-,1248.85,81,15.417901234568,0.67,0.67,0.38,0.29,1.35,71.79,5.43,0.1239,0.58,10.33,7.59,6.25,2.55,0.34,0.53,1.59,0.72,0.67,0.05,0.0,0.91,1.2,1.92,3.89,4.28,2.59,22.39,21.62,0.0243999999999999,46.07,60.01,0.4343,33.44,44.44,0.4294,23.64,31.42,0.4293,1.87,3.36,0.3578,1.97,3.01,0.3961,21.19,28.83,0.4236,8.22,11.67,0.413,0.96,1.97,0.3278999999999999,17.3,22.87,0.4306,0.58,0.9,0.3913,30.4,39.9,0.4324,0.69,0.97,0.4167,0.0793,0.893,0.972,8.07,11.77,14.99,42.76,0.35,13.88,19.17,24.5,0.3617,29,1980-11-11,Toronto,ON,CAN,CAN,72,190,1999.0,OTT,3.0,28.0,94.0,Canada,Left,94 - Round 3 - 1999 (OTT),OTT,Standard (1-way),27,,4,UFA,2012,2125000,"$2,125,000.00",2000000,2000000,0,0,2010-11,59400000,0.0357744107744107,0,0.030242987,"$1,796,433.00","$-328,567.00"
c,claude giroux,ott,1590.6166666667,82,19.397764227642,0.94,1.92,1.28,0.64,2.87,77.55,6.37,0.1479,0.8,11.43,8.79,7.62,3.36,0.3,0.87,1.77,0.68,0.6,0.04,0.04,1.62,1.66,1.81,4.41,3.81,1.66,20.67,20.63,0.0189,64.65,51.56,0.5563,48.32,39.19,0.5522,34.51,27.8,0.5539000000000001,3.7,2.6,0.5868,3.49,2.62,0.5709000000000001,30.18,23.65,0.5606,13.43,10.0,0.5733,2.38,1.24,0.6563,22.33,18.21,0.5509000000000001,1.11,0.91,0.55,42.5,34.22,0.5539999999999999,0.71,0.93,0.4332999999999999,0.1071,0.9064,1.013,11.77,12.9,9.54,41.46,0.5522,21.99,18.71,16.79,0.5671,22,1988-01-12,Hearst,ON,CAN,CAN,71,190,2006.0,PHI,1.0,22.0,22.0,Canada,Right,22 - Round 1 - 2006 (PHI),PHI,Entry-Level,19,,3,RFA,2011,821667,"$821,667.00",765000,765000,0,0,2010-11,59400000,0.0138327777777777,0,0.01834525,"$1,089,707.00","$268,040.00"
c,colin fraser,-,688.48333333333,67,10.275870646766,0.26,0.17,0.17,0.0,0.44,35.71,4.97,0.0526,0.52,7.93,6.01,4.44,2.35,0.87,0.52,5.23,1.39,0.87,0.35,0.17,1.22,1.74,2.35,6.88,3.57,4.71,21.44,26.67,0.0388,36.34,71.29,0.3377,25.71,51.24,0.3340999999999999,19.61,35.64,0.3549,1.22,3.14,0.28,1.73,3.57,0.3268999999999999,15.43,33.9,0.3127,7.93,12.46,0.3889,0.78,1.66,0.3214,9.99,28.58,0.259,0.58,1.05,0.3571,25.05,46.58,0.3497,0.0,1.01,0.0,0.0622,0.912,0.974,7.76,11.07,16.12,53.42,0.3248,13.16,16.12,25.45,0.3409,25,1985-01-28,Sicamous,BC,CAN,CAN,73,190,2003.0,PHI,3.0,1.0,69.0,Canada,Left,69 - Round 3 - 2003 (PHI),EDM,Standard (1-way),25,,2,UFA,2012,825000,"$825,000.00",825000,825000,0,0,2010-11,59400000,0.0138888888888888,0,0.014096398,"$837,326.00","$12,326.00"
"c, l",colin wilson,-,1090.1166666667,82,13.294105691057,0.88,0.99,0.83,0.17,1.87,70.83,5.56,0.1583999999999999,0.61,10.24,7.49,6.82,3.14,0.17,0.83,0.94,0.39,0.33,0.06,0.0,0.61,2.26,1.32,2.09,5.06,1.32,5.94,6.6,0.0260999999999999,55.59,46.89,0.5424,40.62,36.11,0.5294,29.28,26.36,0.5262,2.64,1.6,0.6234000000000001,2.58,1.92,0.573,25.7,19.7,0.5661,9.85,7.38,0.5719,1.38,0.94,0.5952000000000001,21.14,16.44,0.5625,1.25,0.44,0.7391,36.57,31.88,0.5343,0.48,0.48,0.5,0.0902,0.9395,1.03,13.37,12.44,7.27,45.24,0.648,22.51,17.34,15.14,0.598,20,1989-10-20,Greenwich,CT,USA,USA,73,215,2008.0,NSH,1.0,7.0,7.0,United States,Left,7 - Round 1 - 2008 (NSH),NSH,Entry-Level,20,,3,RFA,2012,875000,"$1,725,000.00",875000,787500,87500,850000,2010-11,59400000,0.0147306397306397,0,0.022799756,"$1,354,305.00","$-370,695.00"
c,dainius zubrus,-,1354.9833333333,79,17.151687763713,0.58,0.75,0.44,0.31,1.33,50.85,5.09,0.113,0.57,8.41,7.04,5.76,3.19,0.13,0.27,2.35,1.06,1.02,0.04,0.0,0.75,1.33,1.46,4.74,5.0,1.42,11.2,8.68,0.025,53.58,37.2,0.5902000000000001,42.16,28.87,0.5935,30.78,22.32,0.5796,2.61,2.52,0.5085999999999999,2.66,1.79,0.5972999999999999,23.82,17.14,0.5816,9.21,7.53,0.5503,1.42,1.51,0.4847999999999999,19.48,12.81,0.6033,0.47,0.77,0.381,38.44,24.88,0.6071,1.22,0.45,0.7308,0.0849,0.8869,0.972,13.64,10.27,7.13,47.51,0.6567000000000001,21.96,17.27,14.21,0.6071,32,1978-06-16,Elektrenai,LTU,LTU,,77,225,1996.0,PHI,1.0,15.0,,Lithuania,Left,15 - Round 1 - 1996 (PHI),NJD,Standard (1-way),29,,6,UFA,2013,3400000,"$3,400,000.00",3400000,3400000,0,0,2010-11,59400000,0.0572390572390572,0,0.04550772,"$2,703,158.00","$-696,842.00"
c,dana tyrell,-,940.38333333333,78,12.056196581197,0.38,0.57,0.26,0.32,0.96,68.18,4.66,0.0822,0.4,7.53,6.25,4.53,2.17,0.45,0.38,0.77,0.38,0.38,0.0,0.0,1.08,0.89,1.34,3.0,9.51,2.11,0.32,0.38,0.0289999999999999,42.68,54.23,0.4404,34.26,38.28,0.4722999999999999,25.52,26.29,0.4926,1.4,2.17,0.3928999999999999,1.89,1.96,0.4899,21.57,20.99,0.5067,10.34,7.72,0.5724,1.08,1.34,0.4474,14.97,17.69,0.4583,0.17,0.6,0.2221999999999999,26.82,39.17,0.4064,0.18,0.55,0.25,0.055,0.9175,0.972,7.91,19.14,12.25,54.55,0.3924,12.89,25.46,18.63,0.4089,21,1989-04-23,Airdrie,AB,CAN,CAN,70,192,2007.0,T.B,2.0,17.0,47.0,Canada,Left,47 - Round 2 - 2007 (TBL),TBL,Entry-Level,19,,3,RFA,2012,683333,"$845,833.00",712500,625000,87500,162500,2010-11,59400000,0.0115039225589225,0,0.012003254,"$712,993.00","$-132,840.00"
